filename,record number 1,record number 2,alcohol,category,country,description,designation,price,rating,cost per point,region,region coordinates ,region latitude,region longitude,subregion,subregion coordinates ,subregion latitude,subregion longitude,title,url,varietal,vintage,winery
winemag 3201 to 4000,794,93674,,White,France,"A soft, lightly fruity wine, this is light in texture and flavor, with the merest hints of citrus fruits, apples and tangy orange. The wine is ready to drink.",,10,83,0.12,France,null,null,null,Vin de France,null,null,null,Le Petit Cochonnet 2015 Chardonnay (Vin de France),https://www.winemag.com/buying-guide/le-petit-cochonnet-2015-chardonnay-vin-de-france/,Chardonnay,2015,Le Petit Cochonnet
winemag 801 to 1600,559,202602,13.5,White,France,"Honeyed apples, creamed pears and pressed buttercups lead the nose of this value white. Flavors of mealy apple and melon unfold on the flat palate, which is low in acid and finished fast.",Lily Pad White,10,83,0.12,Languedoc-Roussillon,"43.5912356, 3.2583626",43.5912356,3.2583626,Pays d'Oc,"43.5711623, 3.8767016",43.5711623,3.8767016,Arrogant Frog 2016 Lily Pad White Chardonnay (Pays d'Oc),https://www.winemag.com/buying-guide/arrogant-frog-2016-lily-pad-white-chardonnay-pays-doc/,Chardonnay,2016,Arrogant Frog
winemag 11201 to 12000,15734,46683,12.5,White,France,"Lots of oak on the nose, and for that matter, throughout. The wine tastes of lemon, vanilla and wood resin, while the creamy finish deals even more oak. Texture and richness are not a problem, but the wood runs roughshod over the mild, base-level fruit.",Cuvée Prestige Reserve,10,83,0.12,Languedoc-Roussillon,"43.5912356, 3.2583626",43.5912356,3.2583626,Vin de Pays d'Oc,"43.5912356, 3.2583626",43.5912356,3.2583626,Georges Duboeuf 2001 Cuvée Prestige Reserve Chardonnay (Vin de Pays d'Oc),https://www.winemag.com/buying-guide/georges-duboeuf-2001-cuvee-prestige-reserve-chardonnay-vin-pays-doc/,Chardonnay,2001,Georges Duboeuf
winemag 8801 to 9600,12294,229275,13,White,France,"Notes of cream, lemon and newly sawn wood open this full-bodied example from one of the brands that helped launch the popularity of Pays d'Oc varietal wines. The lush palate shows some lemon and pear notes with just a hint of mineral on the finish. Drink up.",,10,83,0.12,Languedoc-Roussillon,"43.5912356, 3.2583626",43.5912356,3.2583626,Vin de Pays d'Oc,"43.5912356, 3.2583626",43.5912356,3.2583626,Les Jamelles 2006 Chardonnay (Vin de Pays d'Oc),https://www.winemag.com/buying-guide/jamelles-2006-chardonnay-vin-pays-doc/,Chardonnay,2006,Les Jamelles
winemag 9601 to 10400,9836,242492,13,White,France,"A simple, clean and fresh Chardonnay, round and fruity, with some vanilla, spice and white peach fruit flavors. The aftertaste is soft, slightly sweet.",Bistro Wine,10,83,0.12,Languedoc-Roussillon,"43.5912356, 3.2583626",43.5912356,3.2583626,Vin de Pays d'Oc,"43.5912356, 3.2583626",43.5912356,3.2583626,Barton & Guestier 2006 Bistro Wine Chardonnay (Vin de Pays d'Oc),https://www.winemag.com/buying-guide/barton-guestier-2006-bistro-wine-chardonnay-vin-pays-doc/,Chardonnay,2006,Barton & Guestier
winemag 8001 to 8800,2835,189240,13,White,France,"This wine is a blend of Chardonnay from different regions of France. It is light, fresh and clean, with some attractive white fruit flavors, lifted by some crisp acidity.",When Cédric met Cécile Chardonnay,10,83,0.12,Vin de Pays,null,null,null,Vin de Pays Vignobles de France,null,null,null,Domaine de Virginie 2007 When Cédric met Cécile Chardonnay Chardonnay (Vin de Pays Vignobles de France),https://www.winemag.com/buying-guide/domaine-de-virginie-2007-when-cedric-met-cecile-chardonnay-vin-pays-vignobles/,Chardonnay,2007,Domaine de Virginie
winemag 10401 to 11200,15530,30792,12.5,White,France,"Nutty at first, but some peach and apple fruit pokes through on the nose and then ad some earthy spice notes in the mouth. Seems a bit heavy--undoubtedly a victim of the abnormally hot vintage.",,11,83,0.13,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Bourgogne,"47.0525047, 4.3837215",47.0525047,4.3837215,Patriarche Pére et Fils 2003  Bourgogne,https://www.winemag.com/buying-guide/patriarche-pere-fils-2003-chardonnay-bourgogne/,Chardonnay,2003,Patriarche Pére et Fils
winemag 6401 to 7200,10863,166000,13.5,White,France,"Lively and vibrant, bright scents of apple and fresh orange supremes quickly fade on the light-weight palate and on the clean but short finish.",,11,83,0.13,Languedoc-Roussillon,"43.5912356, 3.2583626",43.5912356,3.2583626,Pays d'Oc,"43.5711623, 3.8767016",43.5711623,3.8767016,Les Jamelles 2010 Chardonnay (Pays d'Oc),https://www.winemag.com/buying-guide/jamelles-2010-chardonnay-pays-doc/,Chardonnay,2010,Les Jamelles
winemag 10401 to 11200,15478,30740,13,White,France,"Despite pleasant aromas of apple tinged with cinnamon, vanilla and honey, the palate is hard, with grapefruit and sour apple flavors. Imported by Click Wine Group.",Fat Bastard,11,83,0.13,Languedoc-Roussillon,"43.5912356, 3.2583626",43.5912356,3.2583626,Vin de Pays d'Oc,"43.5912356, 3.2583626",43.5912356,3.2583626,Thierry & Guy 2003 Fat Bastard Chardonnay (Vin de Pays d'Oc),https://www.winemag.com/buying-guide/thierry-guy-2003-fat-bastard-chardonnay-vin-pays-doc/,Chardonnay,2003,Thierry & Guy
winemag 9601 to 10400,2812,235468,11.5,White,France,"The fruit here is soft and rounded, with pleasant green and white fruits. It has some richness, but the acidity is unbalanced, giving too much green. The cool year may be to blame.",Vallée des Jardins,11,83,0.13,Loire Valley,"47.5532402, 1.0105289",47.5532402,1.0105289,Vin de Pays du Val de Loire,"47.5532402, 1.0105289",47.5532402,1.0105289,Remy-Pannier 2007 Vallée des Jardins Chardonnay (Vin de Pays du Val de Loire),https://www.winemag.com/buying-guide/remy-pannier-2007-vallee-jardins-chardonnay-vin-pays-val/,Chardonnay,2007,Remy-Pannier
winemag 6401 to 7200,4825,159962,,White,France,"This is very soft and lacking in definition, with a light texture. However, it does have a crisp apple flavor and a line of acidity that gives freshness.",,12,83,0.14,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Mâcon-Villages,"46.3068839, 4.8287310",46.3068839,4.828731,Georges Duboeuf 2011  Mâcon-Villages,https://www.winemag.com/buying-guide/georges-duboeuf-2011-chardonnay-macon-villages/,Chardonnay,2011,Georges Duboeuf
winemag 1601 to 2400,4219,66169,12.5,White,France,This light-bodied wine shows citrus and green fruit touches. It has a soft aftertaste that makes it attractive and ready to drink.,,12,83,0.14,France,null,null,null,Vin de France,null,null,null,Tussock Jumper 2016 Chardonnay (Vin de France),https://www.winemag.com/buying-guide/tussock-jumper-2016-chardonnay-vin-de-france/,Chardonnay,2016,Tussock Jumper
winemag 3201 to 4000,793,93673,,White,France,"This wine is textured, tight and seems to be missing out on fruit. It has pepper, spice and just a few hints of green plums. There is a bitter aftertaste.",,12,83,0.14,France,null,null,null,Vin de France,null,null,null,L'original French Kiss 2015 Chardonnay (Vin de France),https://www.winemag.com/buying-guide/loriginal-french-kiss-2015-chardonnay-vin-de-france/,Chardonnay,2015,L'original French Kiss
winemag 10401 to 11200,4312,19574,13.5,White,France,"This lightly toasty, vanilla-flavored wine shows good, light, tropical flavors. It opens well, with green plums and ripe fruit.",Chardonnay,12,83,0.14,Languedoc-Roussillon,"43.5912356, 3.2583626",43.5912356,3.2583626,Vin de Pays d'Oc,"43.5912356, 3.2583626",43.5912356,3.2583626,Fat Bastard 2005 Chardonnay Chardonnay (Vin de Pays d'Oc),https://www.winemag.com/buying-guide/fat-bastard-2005-chardonnay-vin-pays-doc/,Chardonnay,2005,Fat Bastard
winemag 8001 to 8800,5456,191861,,White,France,"Full, perhaps too soft wine, the flavors lost in a rather dilute character.",Clos des Tournons,13,83,0.16,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Mâcon-Charnay,"46.3094444, 4.8011956",46.3094444,4.8011956,Catherine et Didier Tripoz 2008 Clos des Tournons  (Mâcon-Charnay),https://www.winemag.com/buying-guide/catherine-didier-tripoz-2008-clos-tournons-chardonnay-macon-charnay/,Chardonnay,2008,Catherine et Didier Tripoz
winemag 8001 to 8800,5552,191957,,White,France,"Fat, ripe wine, showing some wood, with an edge of sweet acidity.",Domaine des Chenevriéres,13,83,0.16,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Mâcon-Villages,"46.3068839, 4.8287310",46.3068839,4.828731,Georges Duboeuf 2008 Domaine des Chenevriéres  (Mâcon-Villages),https://www.winemag.com/buying-guide/georges-duboeuf-2008-domaine-chenevrieres-chardonnay-macon-villages/,Chardonnay,2008,Georges Duboeuf
winemag 3201 to 4000,2686,95566,13,White,France,"The wine with a Polynesian family history is full of tropical fruit flavors, includig mango and pineapple, and only light acidity. It's a curious wine, slightly oxidized, grassy and super-ripe at the same time. Drink now.",Varua Maohi Domaine de Saint-Sernin,13,83,0.16,Southwest France,"43.6046520, 1.4442090",43.604652,1.444209,Cotes du Lot,"44.5379358, 1.6760691",44.5379358,1.6760691,Château Saint-Sernin 2014 Varua Maohi Domaine de Saint-Sernin Chardonnay (Cotes du Lot),https://www.winemag.com/buying-guide/chateau-saint-sernin-2014-varua-maohi-domaine-de-saint-sernin-chardonnay-cotes-du-lot/,Chardonnay,2014,Château Saint-Sernin
winemag 10401 to 11200,15505,30767,12.5,White,France,"Light and lean, with aromas of grapefruit pith giving way to flavors of grapefruit and pineapple. Finishes on a slightly bitter note that might make it just fine with cassis in a kir.",,14,83,0.17,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Bourgogne,"47.0525047, 4.3837215",47.0525047,4.3837215,La Chablisienne 2004  Bourgogne,https://www.winemag.com/buying-guide/chablisienne-2004-chardonnay-bourgogne/,Chardonnay,2004,La Chablisienne
winemag 11201 to 12000,12703,43652,12,White,France,"The aromas of Asian pears, honey and dried spices are nice enough, as are the flavors of white-fleshed fruit and gumdrops, but the wine is a bit heavy and thick-textured, without a lot of verve to spice it up.",,14,83,0.17,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Chablis,"47.8152690, 3.8004510",47.815269,3.800451,La Chablisienne 2001  Chablis,https://www.winemag.com/buying-guide/chablisienne-2001-chardonnay-chablis/,Chardonnay,2001,La Chablisienne
winemag 1601 to 2400,4227,66177,13,White,France,"Soft, rounded and fruity, with apple flavors, this is pretty anonymous in character. Drink now.",Alphonse Dolly Les Doigts d'Or de Dolly,14,83,0.17,France,null,null,null,Vin de France,null,null,null,Eric Louis 2016 Alphonse Dolly Les Doigts d'Or de Dolly Chardonnay (Vin de France),https://www.winemag.com/buying-guide/eric-louis-2016-alphonse-dolly-les-doigts-dor-de-dolly-chardonnay-vin-de-france/,Chardonnay,2016,Eric Louis
winemag 6401 to 7200,10873,166010,13,White,France,"There's a slight overripeness to the red apple scents in the bouquet, while the medium-weight palate falls a bit flat on the astringent, pithy finish. Drink now.",Cuvée Stéphi,14,83,0.17,Languedoc-Roussillon,"43.5912356, 3.2583626",43.5912356,3.2583626,Pays d'Oc,"43.5711623, 3.8767016",43.5711623,3.8767016,Bourgeois Family 2010 Cuvée Stéphi Chardonnay (Pays d'Oc),https://www.winemag.com/buying-guide/bourgeois-family-2010-cuvee-stephi-chardonnay-pays-doc/,Chardonnay,2010,Bourgeois Family
winemag 3201 to 4000,12896,105776,12.5,White,France,"While the wine is fresh, it also has a bitter, cheesy character that is more funky than fruity. The acidity is very present, giving a crisp edge. Drink now.",Les Pays de Pierres Dorées,15,83,0.18,Beaujolais,"46.5827512, 4.4866710",46.5827512,4.486671,Beaujolais Blanc,"46.5827512, 4.4866710",46.5827512,4.486671,Domaine Pral 2014 Les Pays de Pierres Dorées  (Beaujolais Blanc),https://www.winemag.com/buying-guide/domaine-pral-2014-pays-pierres-dorees-chardonnay-blanc/,Chardonnay,2014,Domaine Pral
winemag 2401 to 3200,11032,88452,12.5,White,France,"The wine is so soft, with a fruit-candy flavor as well as lemon sherbet and some attractive touches of acidity. The wine is ready to drink.",,15,83,0.18,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Bourgogne,"47.0525047, 4.3837215",47.0525047,4.3837215,Patriarche Pére et Fils 2015  Bourgogne,https://www.winemag.com/buying-guide/patriarche-pere-et-fils-2015-bourgogne/,Chardonnay,2015,Patriarche Pére et Fils
winemag 6401 to 7200,4448,159585,13,White,France,"Fruity, ripe and round, this is simple Chardonnay that gives pleasure from its warm texture and softness. The apple flavor leads to a gentle finish.",,15,83,0.18,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Bourgogne,"47.0525047, 4.3837215",47.0525047,4.3837215,Lupé-Cholet 2010  Bourgogne,https://www.winemag.com/buying-guide/lupe-cholet-2010-chardonnay-bourgogne/,Chardonnay,2010,Lupé-Cholet
winemag 5601 to 6400,13738,153209,13,White,France,"Soft and simple, this has a pear flavor, a touch of vanilla and a creamy texture, plus crisp, lemon-zest-like acidity on the finish. Drink this now.",Les Mulots,15,83,0.18,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Mâcon-Villages,"46.3068839, 4.8287310",46.3068839,4.828731,Domaine Luquet 2011 Les Mulots  (Mâcon-Villages),https://www.winemag.com/buying-guide/domaine-luquet-2011-mulots-chardonnay-macon-villages/,Chardonnay,2011,Domaine Luquet
winemag 8001 to 8800,5443,191848,,White,France,"The wine is all texture, tight apple and pear skins, the acidity suggesting green characters.",Pierre Dupont Cuvée des Grenouilles,15,83,0.18,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Mâcon-Villages,"46.3068839, 4.8287310",46.3068839,4.828731,Terroirs et Talents 2008 Pierre Dupont Cuvée des Grenouilles  (Mâcon-Villages),https://www.winemag.com/buying-guide/terroirs-talents-2008-pierre-dupont-cuvee-grenouilles-chardonnay-macon-villages/,Chardonnay,2008,Terroirs et Talents
winemag 9601 to 10400,2838,235494,,White,France,"A soft, gentle wine with white fruit and creaminess. It's simple, crisp and fresh.",Vieilles Vignes,16,83,0.19,Beaujolais,"46.5827512, 4.4866710",46.5827512,4.486671,Beaujolais Blanc,"46.5827512, 4.4866710",46.5827512,4.486671,Château du Châtelard 2007 Vieilles Vignes  (Beaujolais Blanc),https://www.winemag.com/buying-guide/chateau-du-chatelard-2007-vieilles-vignes-chardonnay-blanc/,Chardonnay,2007,Château du Châtelard
winemag 8001 to 8800,5478,191883,,White,France,"Fat, heavy in the mouth, rather lifeless wine, with light acidity and some pear juice flavors.",,16,83,0.19,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Mâcon-Villages,"46.3068839, 4.8287310",46.3068839,4.828731,Louis Max 2008  Mâcon-Villages,https://www.winemag.com/buying-guide/louis-max-2008-chardonnay-macon-villages/,Chardonnay,2008,Louis Max
winemag 1601 to 2400,4233,66183,12,White,France,"This is a soft wine with juicy acidity, a creamy texture and a touch of crisp citrus at the end.",,16,83,0.19,France,null,null,null,Vin de France,null,null,null,Florent Descombe NV Chardonnay (Vin de France),https://www.winemag.com/buying-guide/florent-descombe-nv-chardonnay-vin-de-france/,Chardonnay,NV,Florent Descombe
winemag 8001 to 8800,5455,191860,12.5,White,France,"A soft wine, certainly ripe, but with a metallic edge that spoils the lime and green plum fruit flavors.",Domaine du Val Lamartinien,17,83,0.2,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Saint-Véran,"46.3068839, 4.8287310",46.3068839,4.828731,Georges Duboeuf 2008 Domaine du Val Lamartinien  (Saint-Véran),https://www.winemag.com/buying-guide/georges-duboeuf-2008-domaine-val-lamartinien-chardonnay-saint-veran/,Chardonnay,2008,Georges Duboeuf
winemag 4001 to 4800,1126,109539,13,White,France,"This is a wine with harshness, sharp walnut and bitter orange flavors. It gives off a hard feeling that probably won't soften much.",Plants Carré,18,83,0.22,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Mâcon-Villages,"46.3068839, 4.8287310",46.3068839,4.828731,Domaine des Deux Roches 2013 Plants Carré  (Mâcon-Villages),https://www.winemag.com/buying-guide/domaine-deux-roches-2013-plants-carre-chardonnay-macon-villages/,Chardonnay,2013,Domaine des Deux Roches
winemag 12001 to 12800,8044,54735,13,White,France,"Tastes like a simple varietal wine, with proper apple and peach flavors and decent acidity. Gets the job done, but don't look for layers of complexity in this one-dimensional regional wine.",Tradition 2000,18,83,0.22,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Pouilly-Fuissé,"46.3068839, 4.8287310",46.3068839,4.828731,Barton & Guestier 2000 Tradition 2000  (Pouilly-Fuissé),https://www.winemag.com/buying-guide/barton-guestier-2000-tradition-2000-chardonnay-pouilly-fuisse/,Chardonnay,2000,Barton & Guestier
winemag 11201 to 12000,15143,46092,,White,France,"Starts off promising, with pretty aromas of smoke, green apples and limes, but by the finish, the amount of charred oak distracts from the plump fruit flavors that form the core of this wine.",Vignes en Lyre,19,83,0.23,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Côte de Beaune,"47.0088440, 4.7975244",47.008844,4.7975244,Chateau de Mercey 2001 Vignes en Lyre  (Côte de Beaune),https://www.winemag.com/buying-guide/chateau-mercey-2001-vignes-en-lyre-chardonnay-cote-beaune/,Chardonnay,2001,Chateau de Mercey
winemag 1601 to 2400,2332,64282,13.5,White,France,"A soft, dilute wine, this is gently fruity. Acidity gives a lift at the end. Drink now.",La Crepillionne,19,83,0.23,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Mâcon-Villages,"46.3068839, 4.8287310",46.3068839,4.828731,Pierre-Yves et Olivier Fichet 2016 La Crepillionne  (Mâcon-Villages),https://www.winemag.com/buying-guide/pierre-yves-et-olivier-fichet-2016-la-crepillionne-macon-villages/,Chardonnay,2016,Pierre-Yves et Olivier Fichet
winemag 8001 to 8800,5476,191881,,White,France,"Soft, artificially perfumed, round and with a texture that is too open.",,19,83,0.23,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Pouilly-Fuissé,"46.3068839, 4.8287310",46.3068839,4.828731,Maison Coron Pére et Fils 2008  Pouilly-Fuissé,https://www.winemag.com/buying-guide/maison-coron-pere-fils-2008-chardonnay-pouilly-fuisse/,Chardonnay,2008,Maison Coron Pére et Fils
winemag 6401 to 7200,4462,159599,12.5,White,France,"A dirty nose spoils this otherwise attractive, easy, crisp Chablis. The palate has some notes of yeast and bright white fruit, with a citrusy finish.",,21,83,0.25,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Chablis,"47.8152690, 3.8004510",47.815269,3.800451,Domaine L. Chatelain 2011  Chablis,https://www.winemag.com/buying-guide/domaine-l-chatelain-2011-chardonnay-chablis/,Chardonnay,2011,Domaine L. Chatelain
winemag 4801 to 5600,10002,133895,12.5,White,France,"A fruity wine, it has fresh citrus and pear flavors. It is very light with just hints of texture. Drink now.",,22,83,0.27,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Petit Chablis,"47.8152690, 3.8004510",47.815269,3.800451,Domaine L. Chatelain 2012  Petit Chablis,https://www.winemag.com/buying-guide/domaine-l-chatelain-2012-chardonnay-petit-chablis/,Chardonnay,2012,Domaine L. Chatelain
winemag 4801 to 5600,5965,129858,,White,France,"The wine is candied and sherbet-flavored. Acidity gives some freshness, but it feels artificial and light.",,22,83,0.27,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Viré-Clessé,"46.4489132, 4.8490114",46.4489132,4.8490114,Manuel Seguin 2012  Viré-Clessé,https://www.winemag.com/buying-guide/manuel-seguin-2012-chardonnay-vire-clesse/,Chardonnay,2012,Manuel Seguin
winemag 6401 to 7200,4824,159961,,White,France,"This is a combination of tropical fruits and tight acidity, making for an unbalanced wine that seems not to know its way.",,23,83,0.28,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Chablis,"47.8152690, 3.8004510",47.815269,3.800451,Domaine Verret et Fils 2010  Chablis,https://www.winemag.com/buying-guide/domaine-verret-fils-2010-chardonnay-chablis/,Chardonnay,2010,Domaine Verret et Fils
winemag 8001 to 8800,5471,191876,,White,France,"A hollow wine, all surface and no depth. The wine is light, perhaps dilute.",,23,83,0.28,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Mâcon Chaintré,"46.2606500, 4.7595100",46.26065,4.75951,Dominique Cornin 2008  Mâcon Chaintré,https://www.winemag.com/buying-guide/dominique-cornin-2008-chardonnay-macon-chaintre/,Chardonnay,2008,Dominique Cornin
winemag 4801 to 5600,5884,129777,13,White,France,"Very soft and dull, it offers white fruits and some acidity. Drink now.",En Paradis,24,83,0.29,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Pouilly-Vinzelles,"46.9871079, 5.1442920",46.9871079,5.144292,Louis Latour 2012 En Paradis  (Pouilly-Vinzelles),https://www.winemag.com/buying-guide/louis-latour-2012-en-paradis-chardonnay-pouilly-vinzelles/,Chardonnay,2012,Louis Latour
winemag 10401 to 11200,15545,30807,13,White,France,"Lacks concentration, but boasts modest apple and citrus flavors leavened by a touch of buttered sweet corn. Imported by Cannon Wines Limited.",,25,83,0.3,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Pouilly-Fuissé,"46.3068839, 4.8287310",46.3068839,4.828731,Patriarche Pére et Fils 2001  Pouilly-Fuissé,https://www.winemag.com/buying-guide/patriarche-pere-fils-2001-chardonnay-pouilly-fuisse/,Chardonnay,2001,Patriarche Pére et Fils
winemag 2401 to 3200,11013,88433,13,White,France,"This wine has a soft texture. It seems unfocused, not balanced between fruit and structure.",Bois Séguin,25,83,0.3,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Pouilly-Fuissé,"46.3068839, 4.8287310",46.3068839,4.828731,Roger Luquet 2014 Bois Séguin  (Pouilly-Fuissé),https://www.winemag.com/buying-guide/roger-luquet-2014-bois-seguin-pouilly-fuisse/,Chardonnay,2014,Roger Luquet
winemag 10401 to 11200,15205,30467,13,White,France,,Fourchaume Premier Cru,30,83,0.36,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Chablis,"47.8152690, 3.8004510",47.815269,3.800451,La Chablisienne 2003 Fourchaume Premier Cru  (Chablis),https://www.winemag.com/buying-guide/chablisienne-2003-fourchaume-premier-cru-chardonnay-chablis/,Chardonnay,2003,La Chablisienne
winemag 1601 to 2400,2326,64276,13.5,White,France,"This broad wine is soft, indistinct and suffers from overripe fruit. It needs a shot of acidity to give it life and interest.",Grandes Mises,30,83,0.36,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Pouilly-Fuissé,"46.3068839, 4.8287310",46.3068839,4.828731,Mommessin 2015 Grandes Mises  (Pouilly-Fuissé),https://www.winemag.com/buying-guide/mommessin-2015-grandes-mises-pouilly-fuisse/,Chardonnay,2015,Mommessin
winemag 10401 to 11200,15528,30790,13.5,White,France,"Slathered with spicy oak, sweet caramel and blatant buttery notes, which largely overwhelm the modest apple and citrus fruit. If you like heavy oaking, you'll like this more than we did. Imported by Sieur d'Arques Wines.",Toques et Clochers Clocher D'Ajac Reserve Jean-Pierre Bourret Vigneron,33,83,0.4,Languedoc-Roussillon,"43.5912356, 3.2583626",43.5912356,3.2583626,Limoux,"43.0532890, 2.2181420",43.053289,2.218142,Sieur d'Arques 2003 Toques et Clochers Clocher D'Ajac Reserve Jean-Pierre Bourret Vigneron Chardonnay (Limoux),https://www.winemag.com/buying-guide/sieur-darques-2003-toques-clochers-clocher-dajac-reserve-jean-pierre-bourret-vigneron-chardonnay-limoux/,Chardonnay,2003,Sieur d'Arques
winemag 4001 to 4800,1125,109538,13.5,White,France,"This wine is perfumed, soft and with a light character. An oddly floral character doesn't jell with the fruitiness that is behind it.",Les Crays,35,83,0.42,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Pouilly-Fuissé,"46.3068839, 4.8287310",46.3068839,4.828731,Domaine Carrette 2013 Les Crays  (Pouilly-Fuissé),https://www.winemag.com/buying-guide/domaine-carrette-2013-les-crays-pouilly-fuisse-219257/,Chardonnay,2013,Domaine Carrette
winemag 7201 to 8000,2704,173475,13,White,France,"While it has some attractive apple fruits, the wine misses out on the real minerality and texture of Pouilly Fuissé. It's a wine hidden behind net drapes, indistinct.",,35,83,0.42,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Pouilly-Fuissé,"46.3068839, 4.8287310",46.3068839,4.828731,Pierre André 2009  Pouilly-Fuissé,https://www.winemag.com/buying-guide/pierre-andre-2009-chardonnay-pouilly-fuisse/,Chardonnay,2009,Pierre André
winemag 2401 to 3200,11027,88447,13,White,France,There is a rustic edge to this flat wine. It is soft and lightly fruity although unfocused. Drink now.,,40,83,0.48,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Pouilly-Fuissé,"46.3068839, 4.8287310",46.3068839,4.828731,Château de Beauregard 2014  Pouilly-Fuissé,https://www.winemag.com/buying-guide/chateau-de-beauregard-2014-pouilly-fuisse/,Chardonnay,2014,Château de Beauregard
winemag 4001 to 4800,1132,109545,13.5,White,France,"Soft with a yeasty character, this wine has not gotten its act together. It has some bitterness, walnut and spice flavors although nothing hangs together.",,44,83,0.53,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Pouilly-Fuissé,"46.3068839, 4.8287310",46.3068839,4.828731,Domaine Ferret 2013  Pouilly-Fuissé,https://www.winemag.com/buying-guide/domaine-ferret-2013-chardonnay-pouilly-fuisse/,Chardonnay,2013,Domaine Ferret
winemag 10401 to 11200,15394,30656,13,White,France,,Clos des Tessons,48,83,0.58,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Meursault,"46.9782250, 4.7687460",46.978225,4.768746,Domaine Vincent Sauvestre 2003 Clos des Tessons  (Meursault),https://www.winemag.com/buying-guide/domaine-vincent-sauvestre-2003-clos-tessons-chardonnay-meursault/,Chardonnay,2003,Domaine Vincent Sauvestre
winemag 8001 to 8800,5454,191859,,White,France,"Soft, without much definition, a wine that lacks acidity and freshness.",Tournant de Pouilly,60,83,0.72,Burgundy,"47.0525047, 4.3837215",47.0525047,4.3837215,Pouilly-Fuissé,"46.3068839, 4.8287310",46.3068839,4.828731,Domaine Ferret 2008 Tournant de Pouilly  (Pouilly-Fuissé),https://www.winemag.com/buying-guide/domaine-ferret-2008-tournant-pouilly-chardonnay-pouilly-fuisse/,Chardonnay,2008,Domaine Ferret
winemag 3201 to 4000,839,93719,,White,France,"It seems strange to have such a heavy, expensive bottle for a wine at this price. The soft, off-dry Chardonnay inside has a lightly fruity character, showing white fruits and the softest texture. It is easy and ready to drink.",,6,84,0.07,France,null,null,null,Vin de France,null,null,null,Le Pépin 2015 Chardonnay (Vin de France),https://www.winemag.com/buying-guide/le-pepin-2015-chardonnay-vin-de-france/,Chardonnay,2015,Le Pépin
winemag 11201 to 12000,6843,37792,,White,France,"Soft, light and fresh, this wine has attractive acidity as well as crisp, green flavors. There's a touch of vanilla which broadens it out. It's a solid, ready-to-drink wine.",Cépage,6,84,0.07,Languedoc-Roussillon,"43.5912356, 3.2583626",43.5912356,3.2583626,Vin de Pays d'Oc,"43.5912356, 3.2583626",43.5912356,3.2583626,Georges Duboeuf 2002 Cépage Chardonnay (Vin de Pays d'Oc),https://www.winemag.com/buying-guide/georges-duboeuf-2002-cepage-chardonnay-vin-pays-doc/,Chardonnay,2002,Georges Duboeuf
winemag 10401 to 11200,4085,19347,,White,France,"With its distinctive enameled, flowered bottle, this sets out to be a fun party wine. It succeeds with its fresh, flowery, open fruit, enhanced by vanilla, spice and green apple flavors.",Chardonnay,7,84,0.08,Languedoc-Roussillon,"43.5912356, 3.2583626",43.5912356,3.2583626,Vin de Pays d'Oc,"43.5912356, 3.2583626",43.5912356,3.2583626,Georges Duboeuf 2005 Chardonnay Chardonnay (Vin de Pays d'Oc),https://www.winemag.com/buying-guide/georges-duboeuf-2005-chardonnay-vin-pays-doc/,Chardonnay,2005,Georges Duboeuf
