filename,record number 1,record number 2,alcohol,category,country,description,designation,price,rating,cost per point,region,region coordinates ,region latitude,region longitude,subregion,subregion coordinates ,subregion latitude,subregion longitude,title,url,varietal,vintage,winery
winemag 6401 to 7200,11224,166361,,Red,France,"94-96. Barrel sample. Like so many wines in this vintage, this shows black-currant acidity. It's lively and fruity, with the firm tannins providing a counterpoint.",Barrel Sample,160,95,1.684210526,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pauillac,"45.1995850, -0.7462120",45.199585,-0.746212,Château Lynch-Bages 2011 Barrel Sample  (Pauillac),https://www.winemag.com/buying-guide/chateau-lynch-bages-2011-barrel-sample-red-pauillac/,Bordeaux-style Red Blend,2011,Château Lynch-Bages
winemag 5601 to 6400,10742,150213,,Red,France,"A powerful and complex wine from an estate performing on its top form. Solid tannins, layers of wood and dark fruits combine to give a wine that offers both richness and a dense structure. This Haut-Bailly should age impressively and for many years.",,160,95,1.684210526,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pessac-Léognan,"44.8356039, -0.6903529",44.8356039,-0.6903529,Château Haut-Bailly 2010  Pessac-Léognan,https://www.winemag.com/buying-guide/chateau-haut-bailly-2010-red-pessac-leognan/,Bordeaux-style Red Blend,2010,Château Haut-Bailly
winemag 6401 to 7200,15002,170139,,Red,France,"Hugely dense, foursquare wine with great fruit and the purest tannins. Chocolate and coffee predominate at the same time as sweet tannins and acidity. A wine that combines charm with great power.",,163,95,1.715789474,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Émilion,"44.8943870, -0.1557290",44.894387,-0.155729,Château Canon 2009  Saint-Émilion,https://www.winemag.com/buying-guide/chateau-canon-2009-red-saint-emilion/,Bordeaux-style Red Blend,2009,Château Canon
winemag 1601 to 2400,13799,75749,14.5,Red,France,"This is a wine with great balance and elegance as well as richness. With layers of fine dusty tannins it has a warm character that is repeated in the perfumed fruit and juicy acidity. The wine is impressive, likely to age well. Drink from 2024.",,165,95,1.736842105,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pomerol,"45.2106560, 2.7008169",45.210656,2.7008169,Château la Fleur-Pétrus 2014  Pomerol,https://www.winemag.com/buying-guide/chateau-la-fleur-petrus-2014-pomerol/,Bordeaux-style Red Blend,2014,Château la Fleur-Pétrus
winemag 10401 to 11200,10285,25547,,Red,France,"Thought by many tasters to be the wine of the vintage at the time of the 2004 barrel tastings. Has it retained that status? It is certainly a hugely powerful wine, monumental even. It is also finely balanced, with great dark tannins working in partnership with brooding black fruit. The question is whether it is too big, too powerful: only time will tell. Imported by Diageo Chateau & Estates.",,165,95,1.736842105,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Estéphe,"45.2648099, -0.7717824",45.2648099,-0.7717824,Château Montrose 2003  Saint-Estéphe,https://www.winemag.com/buying-guide/chateau-montrose-2003-red-saint-estephe/,Bordeaux-style Red Blend,2003,Château Montrose
winemag 6401 to 7200,6051,161188,,Red,France,"Smooth and opulent, this immediately appeals with its generous fruit and texture that feels like velvet. The structure sits under the seductive surface, with a chocolate wood flavor, fruit tannins and density. Age for over 10 years at least.",,180,95,1.894736842,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pessac-Léognan,"44.8356039, -0.6903529",44.8356039,-0.6903529,Château Haut-Bailly 2009  Pessac-Léognan,https://www.winemag.com/buying-guide/chateau-haut-bailly-2009-red-pessac-leognan/,Bordeaux-style Red Blend,2009,Château Haut-Bailly
winemag 9601 to 10400,4862,237518,13.5,Red,France,"Everything is here in this great wine. The solid fruit flavors are of black berries and dried raisins, and there is a rich, powerful structure. Above all, it is finely balanced. It shows that a wine can be powerful without being high alcohol.",,200,95,2.105263158,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pomerol,"45.2106560, 2.7008169",45.210656,2.7008169,Château Hosanna 2005  Pomerol,https://www.winemag.com/buying-guide/chateau-hosanna-2005-red-pomerol/,Bordeaux-style Red Blend,2005,Château Hosanna
winemag 8801 to 9600,11339,228320,13.4,Red,France,"Cos d'Estournel has softened those austere Saint-Estéphe tannins and produced a wine that is all opulence and roundness. The tannins are certainly there, but they come through as big, bold richness. The power suggests it will age well, but for drinking earlier, the freshness of the sweet homemade plum jam promises well.",,200,95,2.105263158,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Estéphe,"45.2648099, -0.7717824",45.2648099,-0.7717824,Château Cos d'Estournel 2006  Saint-Estéphe,https://www.winemag.com/buying-guide/chateau-cos-destournel-2006-red-saint-estephe/,Bordeaux-style Red Blend,2006,Château Cos d'Estournel
winemag 1601 to 2400,13395,75345,14.5,Red,France,"Richly endowed, the wine is beautifully concentrated. Still young it has considerable potential with its rich fruits and firm tannins. There is a strongly juicy aftertaste that brings in the freshness of the year. The wine will age well, and should not be drunk before 2026.",,202,95,2.126315789,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pessac-Léognan,"44.8356039, -0.6903529",44.8356039,-0.6903529,Château La Mission Haut-Brion 2014  Pessac-Léognan,https://www.winemag.com/buying-guide/chateau-la-mission-haut-brion-2014-pessac-leognan/,Bordeaux-style Red Blend,2014,Château La Mission Haut-Brion
winemag 4001 to 4800,7379,115792,,Red,France,"A parcel of almost 100% Cabernet Franc gives this perfumed, classy wine. It's very structured, mineral-textured and darkly dense. Powerful and concentrated, this intense wine will develop into a major statement. Drink from 2019.",,235,95,2.473684211,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Émilion,"44.8943870, -0.1557290",44.894387,-0.155729,Le Dôme 2012  Saint-Émilion,https://www.winemag.com/buying-guide/le-dome-2012-red-saint-emilion/,Bordeaux-style Red Blend,2012,Le Dôme
winemag 5601 to 6400,10754,150225,,Red,France,"This is a perfumed wine, dominated by Cabernet Franc. Black fruits are layered with wood, dry tannins and a beautiful aromatic quality. The wine is deep and complex, built for the long term with its power, density and considerable elegance.",,235,95,2.473684211,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Émilion,"44.8943870, -0.1557290",44.894387,-0.155729,Le Dôme 2010  Saint-Émilion,https://www.winemag.com/buying-guide/le-dome-2010-red-saint-emilion/,Bordeaux-style Red Blend,2010,Le Dôme
winemag 4801 to 5600,9938,133831,,Red,France,"A serious and concentrated wine that is one of the stars of the vintage. With its tight tannins and a considerable sense of structure, it shows a dark and dense side. It's full in the mouth, black plum skins and intense acidity giving a lilt of freshness at the end. Drink from 2019.",,250,95,2.631578947,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Margaux,"45.0420350, -0.6775190",45.042035,-0.677519,Château Palmer 2011  Margaux,https://www.winemag.com/buying-guide/chateau-palmer-2011-red-margaux/,Bordeaux-style Red Blend,2011,Château Palmer
winemag 6401 to 7200,14858,169995,,Red,France,"A seductive wine, deliciously ripe with the softest, juiciest fruit over smoky new wood. The wine shows intense fruit as well as a soft Merlot core. The tannins are beautifully integrated in this ripely sweet wine.",,250,95,2.631578947,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pauillac,"45.1995850, -0.7462120",45.199585,-0.746212,Château Pichon Longueville Comtesse de Lalande 2009  Pauillac,https://www.winemag.com/buying-guide/chateau-pichon-longueville-comtesse-lalande-2009-red-pauillac/,Bordeaux-style Red Blend,2009,Château Pichon Longueville Comtesse de Lalande
winemag 1601 to 2400,13807,75757,14.5,Red,France,This is a powerfully structured wine from a 18-acre property on the plateau of Pomerol. Rich Merlot dominates and gives the wine both its alcohol and its intense tannins and juicy red fruits. The wine is dense with the potential for aging over a considerable time. Drink from 2025.,,250,95,2.631578947,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pomerol,"45.2106560, 2.7008169",45.210656,2.7008169,Château Trotanoy 2014  Pomerol,https://www.winemag.com/buying-guide/chateau-trotanoy-2014-pomerol/,Bordeaux-style Red Blend,2014,Château Trotanoy
winemag 9601 to 10400,4870,237526,,Red,France,"An aristocratic, perfumed wine dominated by delicious Cabernet Franc. Beneath this elegant exterior, there is also power from intensely concentrated fruit and tannins. The wine is already well integrated, the wood only here by feel, balancing so well with the fruit. To finish, sweet fruit and dusty tannins combine easily.",,276,95,2.905263158,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Émilion,"44.8943870, -0.1557290",44.894387,-0.155729,Le Dôme 2005  Saint-Émilion,https://www.winemag.com/buying-guide/le-dome-2005-red-saint-emilion/,Bordeaux-style Red Blend,2005,Le Dôme
winemag 6401 to 7200,14994,170131,14.5,Red,France,"A gorgeously perfumed wine, dominated by the ripest Cabernet Franc, combining richness and an intense structure. With its tannins, it will age well over many years. The fruit is finely textured, deliciously juicy, showing the most complex series of flavors.",,295,95,3.105263158,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Émilion,"44.8943870, -0.1557290",44.894387,-0.155729,Le Dôme 2009  Saint-Émilion,https://www.winemag.com/buying-guide/le-dome-2009-red-saint-emilion/,Bordeaux-style Red Blend,2009,Le Dôme
winemag 6401 to 7200,14984,170121,,Red,France,"With its superripe, jammy fruit, this is lush and opulent. It does have a fine structure as well as bitter chocolate and dark tannins. A hugely powerful wine.",,350,95,3.684210526,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Émilion,"44.8943870, -0.1557290",44.894387,-0.155729,Château Pavie 2009  Saint-Émilion,https://www.winemag.com/buying-guide/chateau-pavie-2009-red-saint-emilion/,Bordeaux-style Red Blend,2009,Château Pavie
winemag 3201 to 4000,6551,99431,,Red,France,"This wine is structured with impressively ripe fruit. Black-plum juice and blackberries are balanced with a strong tannic content that gives the wine backbone and structure. It has weight, although with its already exuberant fruitiness, it is not likely to be really long-term wine. Drink from 2024. From 120 acres, only the best grapes go into this top wine and 2013 was a smaller crop than the average (10,000 to 12,000 cases). Believed to be the oldest of the five Bordeaux first growths, Haut-Brion has been in the Clarence Dillon family since 1935. The current president is Prince Robert de Luxembourg.",,365,95,3.842105263,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pessac-Léognan,"44.8356039, -0.6903529",44.8356039,-0.6903529,Château Haut-Brion 2013  Pessac-Léognan,https://www.winemag.com/buying-guide/chateau-haut-brion-2013-pessac-leognan/,Bordeaux-style Red Blend,2013,Château Haut-Brion
winemag 6401 to 7200,14980,170117,,Red,France,"Impressively weighty wine, with a fine combination of tannins, full fruit and a solid, chunky core. The wine is rich, but it also has a sweet acidity. Powerful ageworthy wine, never losing sight of elegance.",,375,95,3.947368421,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pomerol,"45.2106560, 2.7008169",45.210656,2.7008169,Château Hosanna 2009  Pomerol,https://www.winemag.com/buying-guide/chateau-hosanna-2009-red-pomerol/,Bordeaux-style Red Blend,2009,Château Hosanna
winemag 5601 to 6400,10743,150214,,Red,France,"A big, complex wine from this continually improving property, this is now performing at its classed-growth level with concentrated ripe berry fruits and chocolate flavors. The wood aging is still showing through and needs time to integrate better, but as it does, this will be a great wine.",,375,95,3.947368421,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Émilion,"44.8943870, -0.1557290",44.894387,-0.155729,Château Bélair-Monange 2010  Saint-Émilion,https://www.winemag.com/buying-guide/chateau-belair-monange-2010-red-saint-emilion/,Bordeaux-style Red Blend,2010,Château Bélair-Monange
winemag 3201 to 4000,6543,99423,13,Red,France,"This wine is smooth, ripe with fine tannins and red plum and black-currant fruits that are soft and gentle. Acidity dominates at this stage, supported by the tannins. It brings out the fruit and freshness of the year while also keeping some structure from the high percentage of Cabernet Sauvignon in the blend. Drink from 2025.",,395,95,4.157894737,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Margaux,"45.0420350, -0.6775190",45.042035,-0.677519,Château Margaux 2013  Margaux,https://www.winemag.com/buying-guide/chateau-margaux-2013-margaux/,Bordeaux-style Red Blend,2013,Château Margaux
winemag 5601 to 6400,10741,150212,14.5,Red,France,"A majestic wine, grand in every sense. It has weight, the firmest of tannins and an immense sense of structure. This neighbor of Château Pétrus is firmly dense, showing both the fruits and the tannins in balance. Give this wine at least 10 years in the cellar.",,398,95,4.189473684,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pomerol,"45.2106560, 2.7008169",45.210656,2.7008169,Château la Fleur-Pétrus 2010  Pomerol,https://www.winemag.com/buying-guide/chateau-fleur-petrus-2010-red-pomerol/,Bordeaux-style Red Blend,2010,Château la Fleur-Pétrus
winemag 6401 to 7200,14979,170116,,Red,France,"Mint aromas hint at the wood, but more important is the massive Merlot fruit that is an essential element in the blend. The result is a wine that blends richness and power with an initially severe character. Slowly it opens to reveal opulent blackberry jam flavors, immensely ripe.",Les Forts de Latour,412,95,4.336842105,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pauillac,"45.1995850, -0.7462120",45.199585,-0.746212,Château Latour 2009 Les Forts de Latour  (Pauillac),https://www.winemag.com/buying-guide/chateau-latour-2009-forts-red-pauillac/,Bordeaux-style Red Blend,2009,Château Latour
winemag 8001 to 8800,12385,198790,,Red,France,"The wood element is important here, but it is based on a firm Cabernet Sauvignon structure, dry but rich tannins. The wine is a great success for the vintage, giving sweetness, ripe fruit that only shows light extraction, and dark plum and berry flavors. The feeling is of polished fruit and wood, rounded but always dense.",,450,95,4.736842105,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pauillac,"45.1995850, -0.7462120",45.199585,-0.746212,Château Mouton Rothschild 2007  Pauillac,https://www.winemag.com/buying-guide/chateau-mouton-rothschild-2007-red-pauillac/,Bordeaux-style Red Blend,2007,Château Mouton Rothschild
winemag 8001 to 8800,12386,198791,,Red,France,"A big and powerful wine, with tannins that are compact and dense. The dryness of the tannins go right to the core, surrounded by chocolate, sweet fruit and dark berry flavors. The wine is well structured, big and bold, with plenty of firmness promising aging.",,500,95,5.263157895,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pauillac,"45.1995850, -0.7462120",45.199585,-0.746212,Château Latour 2007  Pauillac,https://www.winemag.com/buying-guide/chateau-latour-2007-red-pauillac/,Bordeaux-style Red Blend,2007,Château Latour
winemag 3201 to 4000,6549,99429,13,Red,France,"Smoky aromas and layers of tannin and fruit give this wine great complexity. It is smooth, juicy and fresh while also having perfumed tannins and an elegant, lightly mineral structure from the Cabernet Franc. The wine's cherries and red berries are still encased in the structure, allowing it to develop slowly. Drink from 2024.",,500,95,5.263157895,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Émilion,"44.8943870, -0.1557290",44.894387,-0.155729,Château Cheval Blanc 2013  Saint-Émilion,https://www.winemag.com/buying-guide/chateau-cheval-blanc-2013-saint-emilion/,Bordeaux-style Red Blend,2013,Château Cheval Blanc
winemag 4801 to 5600,9939,133832,,Red,France,"A solidly structured wine, it is both elegant and intensely powerful. It is disclosing its fruitiness slowly, at the moment dense and concentrated. A restrained edge provides complexity and balance. It will need aging, so don't drink before 2022.",,550,95,5.789473684,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Margaux,"45.0420350, -0.6775190",45.042035,-0.677519,Château Margaux 2011  Margaux,https://www.winemag.com/buying-guide/chateau-margaux-2011-red-margaux/,Bordeaux-style Red Blend,2011,Château Margaux
winemag 4801 to 5600,9778,133671,,Red,France,"There is a lightness about this vintage of Mouton Rothschild. It doesn't take away from its quality but does give the wine poise and an attractive lift. The wine is based on solid tannins, then the ripe fruit builds layers of fruitiness and freshness. It is not likely to be one of the longest-aging Moutons, but it will be delicious. Drink from 2020.",,600,95,6.315789474,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pauillac,"45.1995850, -0.7462120",45.199585,-0.746212,Château Mouton Rothschild 2011  Pauillac,https://www.winemag.com/buying-guide/chateau-mouton-rothschild-2011-red-pauillac/,Bordeaux-style Red Blend,2011,Château Mouton Rothschild
winemag 4001 to 4800,7375,115788,,Red,France,"This is a magnificent wine with an opulent structure and a finely perfumed character. It is dense with the ripest black fruits cushioned by the soft texture. A serious, denser side brings out a tannic core. It's elegant while also powerful and certainly needs to age. Drink from 2024.",,650,95,6.842105263,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Émilion,"44.8943870, -0.1557290",44.894387,-0.155729,Château Ausone 2012  Saint-Émilion,https://www.winemag.com/buying-guide/chateau-ausone-2012-red-saint-emilion/,Bordeaux-style Red Blend,2012,Château Ausone
winemag 4801 to 5600,8531,132424,13.5,Red,France,"This is an opulent, dense wine, very perfumed while also structured. It is complex, full of rich fruit that pours through the wood and dark tannin. It just hints at a more exuberant future, flavored with the ripest fruits while still keeping freshness. Drink from 2020.",,788,95,8.294736842,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Émilion,"44.8943870, -0.1557290",44.894387,-0.155729,Château Cheval Blanc 2011  Saint-Émilion,https://www.winemag.com/buying-guide/chateau-cheval-blanc-2011-red-saint-emilion/,Bordeaux-style Red Blend,2011,Château Cheval Blanc
winemag 8001 to 8800,12387,198792,,Red,France,"While there is certainly plenty of wood here, the wine has weight and impressive concentration for the year. The tannins are still brooding away, giving a dark firm character to the wine. Blackberry fruits and acidity are there, but still well buried in the tannins.",,850,95,8.947368421,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Émilion,"44.8943870, -0.1557290",44.894387,-0.155729,Château Ausone 2007  Saint-Émilion,https://www.winemag.com/buying-guide/chateau-ausone-2007-red-saint-emilion/,Bordeaux-style Red Blend,2007,Château Ausone
winemag 3201 to 4000,6198,99078,13.5,Red,France,"This wine is ripe, juicy and already showing its concentration and depth. It showcases the fruit of the year, deliciously fresh while having a velvet tannic structure. The acidity will continue to keep the wine fresh, allowing the structure to develop slowly. It sings with great fruit and good potential. Drink from 2022.",,2400,95,25.26315789,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pomerol,"45.2106560, 2.7008169",45.210656,2.7008169,Château Pétrus 2013  Pomerol,https://www.winemag.com/buying-guide/chateau-petrus-2013-pomerol/,Bordeaux-style Red Blend,2013,Château Pétrus
winemag 12001 to 12800,926,47617,,Red,France,"Madame de Lencquesaing's estate has produced a stunner in 2000. The perfumes, delicate and sensuous, give it class, style and make it very memorable. It is delicious now, but there are tannins there, and deep, intense fruit flavors, waiting to develop slowly and surely.",,30,96,0.3125,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pauillac,"45.1995850, -0.7462120",45.199585,-0.746212,Château Pichon Longueville Comtesse de Lalande 2000  Pauillac,https://www.winemag.com/buying-guide/chateau-pichon-longueville-comtesse-lalande-2000-red-pauillac/,Bordeaux-style Red Blend,2000,Château Pichon Longueville Comtesse de Lalande
winemag 801 to 1600,9957,212000,13.5,Red,France,"This rich wine is full of fruit and structured with layers of tannin. It's also stylish and elegant, with a suave texture that is already attractive. Black fruits mix with the structure to give a wine that will age well. Drink from 2026.",,41,96,0.427083333,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Margaux,"45.0420350, -0.6775190",45.042035,-0.677519,Château Kirwan 2015  Margaux,https://www.winemag.com/buying-guide/chateau-kirwan-2015-margaux-279148/,Bordeaux-style Red Blend,2015,Château Kirwan
winemag 801 to 1600,5748,207791,14.5,Red,France,"Full of black-currant flavor, this firm wine has structure and a rich texture. Its bolstering tannins and vibrant acidity mark out an age-worthy selection. Spice tones and a dry core set the stage for a slow development into an even more complex and fulfilling wine. Drink from 2025.",,55,96,0.572916667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pessac-Léognan,"44.8356039, -0.6903529",44.8356039,-0.6903529,Château Malartic-Lagraviére 2015  Pessac-Léognan,https://www.winemag.com/buying-guide/chateau-malartic-lagraviere-2015-pessac-leognan/,Bordeaux-style Red Blend,2015,Château Malartic-Lagraviére
winemag 12001 to 12800,929,47620,,Red,France,"This wine is superb. With its power and structure it will age over 20 years or more. Backed by blackcurrant and jelly flavors, it shows great fruity attractiveness even at this early stage in its development. It will develop slowly and evenly to become a reference point for the vintage.",,60,96,0.625,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Émilion,"44.8943870, -0.1557290",44.894387,-0.155729,Château Canon 2000  Saint-Émilion,https://www.winemag.com/buying-guide/chateau-canon-2000-red-saint-emilion/,Bordeaux-style Red Blend,2000,Château Canon
winemag 801 to 1600,9974,212017,13.5,Red,France,"This family-owned property at one of the high points in Saint-Émilion has made a rich, opulent wine, full of perfumed Cabernet Franc and generous Merlot. Ripe blackberries and dark plums are permeated with some serious tannins for aging. Drink this powerful wine from 2025.",,60,96,0.625,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Émilion,"44.8943870, -0.1557290",44.894387,-0.155729,Château Beau-Séjour Bécot 2015  Saint-Émilion,https://www.winemag.com/buying-guide/chateau-beau-sejour-becot-2015-saint-emilion-279184/,Bordeaux-style Red Blend,2015,Château Beau-Séjour Bécot
winemag 3201 to 4000,6192,99072,13,Red,France,This is an impressive wine that transcends the problems of the vintage. It has rich fruit that is sustained by the tannic structure that rests on a bed of fresh blackberry fruits cut with fresh acidity. The wine will certainly age well. Don't think about drinking it before 2024.,,65,96,0.677083333,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Estéphe,"45.2648099, -0.7717824",45.2648099,-0.7717824,Château Calon Ségur 2013  Saint-Estéphe,https://www.winemag.com/buying-guide/chateau-calon-segur-2013-saint-estephe/,Bordeaux-style Red Blend,2013,Château Calon Ségur
winemag 801 to 1600,9978,212021,13.5,Red,France,"This is a powerful wine, with wood aging that adds richness to the dense tannins. Some tough extraction has not detracted from the ripe fruit or structure and will go as the wine matures. It should be ready to drink from 2026.",,69,96,0.71875,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Margaux,"45.0420350, -0.6775190",45.042035,-0.677519,Château Lascombes 2015  Margaux,https://www.winemag.com/buying-guide/chateau-lascombes-2015-margaux-279146/,Bordeaux-style Red Blend,2015,Château Lascombes
winemag 4001 to 4800,7384,115797,,Red,France,"Firm and structured, this beautifully concentrated wine has plenty of the dark tannins that come out of Cabernet Sauvignon in Saint-Estéphe while allowing room for juicy fruit. The wood aging is still showing, giving some spice to the wine. At the end, it's the density of the wine that's so impressive. Drink from 2024.",,70,96,0.729166667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Estéphe,"45.2648099, -0.7717824",45.2648099,-0.7717824,Château Calon Ségur 2012  Saint-Estéphe,https://www.winemag.com/buying-guide/chateau-calon-segur-2012-red-saint-estephe/,Bordeaux-style Red Blend,2012,Château Calon Ségur
winemag 1601 to 2400,13481,75431,14,Red,France,"This is a powerful wine, made to age for a long time, from this estate which is performing in top gear. Complex tannins and dark fruits both make their presence felt. It has weight, ripeness and a dense structure. A great success, it is unlikely to be ready to drink before 2027.",,75,96,0.78125,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pessac-Léognan,"44.8356039, -0.6903529",44.8356039,-0.6903529,Château Smith Haut Lafitte 2014  Pessac-Léognan,https://www.winemag.com/buying-guide/chateau-smith-haut-lafitte-2014-pessac-leognan/,Bordeaux-style Red Blend,2014,Château Smith Haut Lafitte
winemag 6401 to 7200,15006,170143,,Red,France,"Minty new wood aromas on a wine that shows both great tannins and sweet wood. The fruit is still to show, but promises fresh plum flavors that will be delicious and juicy. This is a ripe, concentrated wine.",,75,96,0.78125,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Émilion,"44.8943870, -0.1557290",44.894387,-0.155729,Château Beau-Séjour Bécot 2009  Saint-Émilion,https://www.winemag.com/buying-guide/chateau-beau-sejour-becot-2009-red-saint-emilion/,Bordeaux-style Red Blend,2009,Château Beau-Séjour Bécot
winemag 801 to 1600,9971,212014,13.5,Red,France,"Structure is the watchword for this wine. With dark tannins and concentration, it obviously has long-term potential. At the same time, the black-currant fruits are ripe and full bodied, giving rich contrast to the tannins. These two elements will allow this wine to age. It will be ready to drink from 2025.",,80,96,0.833333333,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Margaux,"45.0420350, -0.6775190",45.042035,-0.677519,Château Rauzan-Ségla 2015  Margaux,https://www.winemag.com/buying-guide/chateau-rauzan-segla-2015-margaux-279139/,Bordeaux-style Red Blend,2015,Château Rauzan-Ségla
winemag 7201 to 8000,12862,183633,,Red,France,"A dense, beautifully structured wine. It shows intense, ripe fruit with balanced acidity. It's the fine tannins that give it such class, surrounding the fruit, promising long aging. This is a classic for Léoville-Barton.",,90,96,0.9375,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Julien,"46.0260260, 4.6530810",46.026026,4.653081,Château Léoville Barton 2008  Saint-Julien,https://www.winemag.com/buying-guide/chateau-leoville-barton-2008-red-saint-julien/,Bordeaux-style Red Blend,2008,Château Léoville Barton
winemag 9601 to 10400,8593,241249,,Red,France,"A wonderfully firm, concentrated wine that walks a fine, balanced line between richness and poised structure. It is classic in the best sense, showing all the shape of a fine Bordeaux, while adding the extra dimension of the freshest of black fruits, complexity from a few hints of wood, and a dark, brooding, long-lasting aftertaste.",,90,96,0.9375,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Julien,"46.0260260, 4.6530810",46.026026,4.653081,Château Léoville Barton 2001  Saint-Julien,https://www.winemag.com/buying-guide/chateau-leoville-barton-2001-red-saint-julien/,Bordeaux-style Red Blend,2001,Château Léoville Barton
winemag 1 to 800,12500,12500,13.5,Red,France,"This estate always produces serious wines, but with this vintage it has added a layer of sumptuous fruit that enhances the complex, dark profile. A strong texture and concentrated tannins are balanced by the juicy black-currant flavors and powerful aftertaste. Drink from 2026.",,99,96,1.03125,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Saint-Émilion,"44.8943870, -0.1557290",44.894387,-0.155729,Château Trottevieille 2015  Saint-Émilion,https://www.winemag.com/buying-guide/chateau-trottevieille-2015-saint-emilion/,Bordeaux-style Red Blend,2015,Château Trottevieille
winemag 801 to 1600,5758,207801,14.5,Red,France,"This wine is dense in expressive, dark fruit and solid tannins which give it a rich, enveloping feel. With its spicy score and crisp acidity, there is great potential for aging. Drink from 2025.",,100,96,1.041666667,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pessac-Léognan,"44.8356039, -0.6903529",44.8356039,-0.6903529,Château Smith Haut Lafitte 2015  Pessac-Léognan,https://www.winemag.com/buying-guide/chateau-smith-haut-lafitte-2015-pessac-leognan/,Bordeaux-style Red Blend,2015,Château Smith Haut Lafitte
winemag 4801 to 5600,9947,133840,13.5,Red,France,"So smooth, this is a rich, grandiose wine. Although it is full of black currant fruits and spice flavors, the texture is most impressive. Dusty tannins are integrated with juicy fruits seamlessly. The purest fruit flavors are allied to linear tannins in a precise yet generous way. The wine is evolving beautifully, but do not drink before 2020.",,105,96,1.09375,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pauillac,"45.1995850, -0.7462120",45.199585,-0.746212,Château Pontet-Canet 2011  Pauillac,https://www.winemag.com/buying-guide/chateau-pontet-canet-2011-red-pauillac/,Bordeaux-style Red Blend,2011,Château Pontet-Canet
winemag 1601 to 2400,13467,75417,13.5,Red,France,"This is a finely structured wine with dark tannins and intense black fruits. The estate, with its biodynamically grown fruit, has given an impressively pure wine, packed with tight serious tannins and a fine structure of black-plum skins and intense acidity. It is direct, firm and with a huge potential over many years. Drink from 2027.",,110,96,1.145833333,Bordeaux,"44.8377890, -0.5791800",44.837789,-0.57918,Pauillac,"45.1995850, -0.7462120",45.199585,-0.746212,Château Pontet-Canet 2014  Pauillac,https://www.winemag.com/buying-guide/chateau-pontet-canet-2014-pauillac/,Bordeaux-style Red Blend,2014,Château Pontet-Canet
